Description,Brand,Price,Img url,Country
Haj Arafa Dark Coffee - 100 gram,Unknown,43.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h14/h5c/50143350358046/200Wx200H_616526_main.jpg,Egypt
Haj Arafa Medium Coffee - 100 gram,Unknown,43.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/h02/50143346098206/200Wx200H_616525_main.jpg,Egypt
Tahbisha Salt&amp;Garlic - 100 Gram,Ta7Bisha,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/h2e/14952469397534/473427_main.jpg_200Wx200H,Egypt
Ahlawy Wafer with Vanilla - 23 gram - 12 Pieces,Americana,36.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h65/49910268461086/200Wx200H_615226_main.jpg,Egypt
Khabaz El Forat All Purpose Flour - 1 kg,Khabaz Elforat,33.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h4a/14610622382110/451241_main.jpg_200Wx200H,Egypt
Haj Arafa Medium Special Coffee - 50 gram,Unknown,27.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h09/h6d/50143350849566/200Wx200H_616535_main.jpg,Egypt
Shahd Corn Oil - 800ml,Unknown,70.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h9f/49441352876062/200Wx200H_611055_main.jpg,Egypt
Haj Arafa Oat Quick Cooking - 500 gram,Unknown,56.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/h6d/50143353143326/200Wx200H_616537_main.jpg,Egypt
Ahlawy Wafer with Vanilla - 23 gram,Americana,3.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hde/h6f/49910268133406/200Wx200H_615227_main.jpg,Egypt
Abu Ali Curry Spices 160g,Abu ali,74.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h16/h4a/50124521734174/200Wx200H_283424_main.jpg,Egypt
Haj Arafa Dark Special Coffee - 100 gram,Unknown,57.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/hc3/50143271354398/200Wx200H_616529_main.jpg,Egypt
Haj Arafa Medium Special Coffee - 100 gram,Unknown,57.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h41/h4b/50143272796190/200Wx200H_616528_main.jpg,Egypt
Haj Arafa Marjoram Honey - 500 gram,Unknown,120.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/hf8/49845073608734/200Wx200H_611910_main.jpg,Egypt
Haj Arafa Medium Coffee - 50 gram,Unknown,21.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/hf4/50143275810846/200Wx200H_616531_main.jpg,Egypt
Abu Auf instant coffee 2 in 1 - 24 Sachet - 40 gram,Abu auf,149.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/hd1/16987693121566/570758_main.jpg_200Wx200H,Egypt
Haj Arafa Light Coffee - 100 gram,Unknown,43.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h8b/51293468917790/200Wx200H_616524_main.jpg,Egypt
Zamzam Meat Spices - 70 gram,Zamzam,31.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/h0a/32939653365790/547104_main.jpg_200Wx200H,Egypt
Bake Stix with Cheese Flavor Bigger Size,Bake stix,5.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h64/50551495163934/200Wx200H_617875_main.jpg,Egypt
Imtenan Spring Flowers Honey - 450 gram,Imtenan,98.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hce/ha1/50334091018270/200Wx200H_617145_main.jpg,Egypt
Shabah Mega Vanilla Wafer - 1 Piece,El shamadan,6.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h84/49899335254046/200Wx200H_614899_main.jpg,Egypt
Haj Arafa Lura - 30 gram,Unknown,26.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h42/50311502364702/200Wx200H_613885_main.jpg,Egypt
Abu Ali Meat Masala 130 g,Abu ali,65.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h31/ha3/14952258338846/283407_main.jpg_200Wx200H,Egypt
Bab Elsham Sumac - 40gm,Bab El Sham,19.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/h3a/50777898680350/200Wx200H_618495_main.jpg,Egypt
Shabah Mega Hazelnut Wafer - 1 Piece,El shamadan,6.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h71/ha8/49899333287966/200Wx200H_614897_main.jpg,Egypt
Haj Arafa Penne Oat Pasta - 400 gram,Unknown,63.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h47/32102317948958/560989_main.jpg_200Wx200H,Egypt
Mini Bimbo Double Choco Biscuit - 1 Piece,Bimbo,2.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc7/hae/50736481599518/200Wx200H_618407_main.jpg,Egypt
Imtenan Herbal Salt - 100 Gram,Imtenan,50.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/hea/14953385492510/435256_main.jpg_200Wx200H,Egypt
Bimbo Choco Max Xl Biscuit - 1 Piece,Bimbo,8.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/hfc/50777895632926/200Wx200H_618405_main.jpg,Egypt
Bab Elsham Seafood Spices Shaker - 30gm,Bab El Sham,33.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/hb8/50777900220446/200Wx200H_618492_main.jpg,Egypt
Bab Elsham Parsleyshaker - 15gm,Bab El Sham,24.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/h39/50777897369630/200Wx200H_618478_main.jpg,Egypt
Bake Stix with BBQ Flavor Bigger Size,Bake stix,5.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/hd8/50538062413854/200Wx200H_617874_main.jpg,Egypt
Haj Arafa Dark Coffee - 50 gram,Unknown,21.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h7a/50143274336286/200Wx200H_616530_main.jpg,Egypt
Bake Stix with Oriental Sausage Flavor Bigger Size,Bake stix,5.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb1/hcd/50551496146974/200Wx200H_617876_main.jpg,Egypt
Haj Arafa Green Thyme - 200gm,Unknown,88.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h72/50311408123934/200Wx200H_613881_main.jpg,Egypt
Zaeem Freekeh - 500 gram,Al zaeem,43.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h09/51448596168734/200Wx200H_591250_main.jpg,Egypt
Bimbo Choco Max Xl Biscuit - 12 Piece,Bimbo,97.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/ha1/50736481927198/200Wx200H_618406_main.jpg,Egypt
Molto Magnum Croissant with Chocolate and Hazelnut - 24 Pieces,Molto,216.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/hc5/28505044549662/528056_main.jpg_200Wx200H,Egypt
Molto Magnum Croissant with Strawberry - 24 Piece,Molto,216.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h84/h79/29302890692638/528058_main.jpg_200Wx200H,Egypt
Hanady Sunflower Mixed Oil - 2.1 Liters,Shams,139.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h28/h1e/15070732025886/494668_main.jpg_200Wx200H,Egypt
Abu Auf Ground Coriander - 35gm,Abu auf,11.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he1/hb1/50634112532510/200Wx200H_618165_main.jpg,Egypt
Abu Auf Instant Coffee Classic - 200 Gram,Abu auf,225.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h1e/14584860016670/539825_main.jpg_200Wx200H,Egypt
Afandy Brown Lentils - 250gm,Unknown,13.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h71/hf2/51848535375902/200Wx200H_620974_main.jpg,Egypt
AFANDY FAVA BEANS 250 GM,Unknown,9.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h1d/51343973056542/200Wx200H_620971_main.jpg,Egypt
Al Asari Tea - 100 Sachet,Unknown,55.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/hff/51860383924254/200Wx200H_609125_main.jpg,Egypt
Bab Elsham Basil Shaker - 15gm,Bab El Sham,24.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/h5c/50777826000926/200Wx200H_618481_main.jpg,Egypt
Bab Elsham Bbq Spices Shaker - 45gm,Bab El Sham,29.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h8c/51860468596766/200Wx200H_618487_main.jpg,Egypt
Bab Elsham Black Pepper Shaker - 60 gram,Bab El Sham,55.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h63/hc2/51860473184286/200Wx200H_620057_main.jpg,Egypt
Bab Elsham Cardamom Shaker - 40gm,Bab El Sham,106.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/h25/50777898024990/200Wx200H_618479_main.jpg,Egypt
Bab Elsham Chili Flakes Shaker - 45gm,Bab El Sham,27.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h77/h18/51860467286046/200Wx200H_618484_main.jpg,Egypt
Bab Elsham Cumin Shaker - 50gm,Bab El Sham,71.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/h2d/50736479633438/200Wx200H_618497_main.jpg,Egypt
Bab Elsham Garam Masala Spices - 45 gram,Bab El Sham,33.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/h2a/51190715842590/200Wx200H_618493_main.jpg,Egypt
Bab Elsham Ginger Shaker - 40gm,Bab El Sham,33.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha9/hc9/50777900711966/200Wx200H_618489_main.jpg,Egypt
Bab Elsham Greek Spice - 55 gram,Bab El Sham,28.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h57/h86/51190720430110/200Wx200H_618491_main.jpg,Egypt
Bab Elsham Italian Spice - 53 gram,Bab El Sham,29.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2a/h91/51190717153310/200Wx200H_618490_main.jpg,Egypt
Bab Elsham Liver Spices Shaker - 40gm,Bab El Sham,27.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h24/h30/50777898352670/200Wx200H_618488_main.jpg,Egypt
Bab Elsham Potato Spices Shaker - 45gm,Bab El Sham,30.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h0d/51860470562846/200Wx200H_618485_main.jpg,Egypt
Bab Elsham Syrian 7 Spices Shaker - 45gm,Bab El Sham,40.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcc/h9c/50777899401246/200Wx200H_618486_main.jpg,Egypt
Bab Elsham Tandoori Spices - 55 gram,Bab El Sham,33.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0b/hed/51190713221150/200Wx200H_618494_main.jpg,Egypt
Bab Elsham Thyme Shaker - 15gm,Bab El Sham,24.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/h8f/50777899008030/200Wx200H_618480_main.jpg,Egypt
Bab Elsham Turmeric Shaker - 65gm,Bab El Sham,34.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h22/50777827639326/200Wx200H_618482_main.jpg,Egypt
Haj Arafa Bechamel Max - 200gm,Unknown,49.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2e/h7f/51190691790878/200Wx200H_613897_main.jpg,Egypt
HAJ ARAFA COFFEE CARDAMOM DARK200G,Unknown,108.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h94/51190714859550/200Wx200H_619086_main.jpg,Egypt
Haj Arafa Light Coffee Cardamom - 200 gram,Unknown,108.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1d/had/51328134709278/200Wx200H_619084_main.jpg,Egypt
Haj Arafa Medium Coffee Cardamom - 200 gram,Unknown,108.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h51/51328172294174/200Wx200H_619085_main.jpg,Egypt
HAJ ARAFA COFFEE PLAIN DARK200G,Unknown,86.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/hb3/51190722068510/200Wx200H_619083_main.jpg,Egypt
Haj Arafa Coffee Plain - Light - 200 gram,Unknown,86.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h6e/50986694180894/200Wx200H_619081_main.jpg,Egypt
Haj Arafa Coffee Plain Medium - 200 gram,Unknown,86.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h20/h35/51072209059870/200Wx200H_619082_main.jpg,Egypt
Haj Arafa Cumin Powder - 200 gram,Unknown,121.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h08/50311409139742/200Wx200H_613884_main.jpg,Egypt
Haj Arafa Hot Chocolate - 200 gram,Unknown,72.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha1/he1/44651785715742/200Wx200H_592599_main.jpg,Egypt
Haj Arafa Tembura Mix - 200 gram,Unknown,52.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h64/50356872314910/200Wx200H_613896_main.jpg,Egypt
Torta Rolled Cake - Vanilla Large - 1 Piece,Unknown,2.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h31/h06/51190689988638/200Wx200H_609601_main.jpg,Egypt
